chr1	1805135	1860609	2	4	0	0	2	27
chr1	1909478	1910248	1	1	1	0	1	46
chr1	8290557	8319804	2	2	0	0	1	46
chr1	8708958	8777579	1	1	0	0	2	27
chr1	8775192	8909612	2	2	0	0	4	31
chr1	8834410	8834738	1	1	0	0	1	22
chr1	8882605	8899862	1	1	0	0	1	38
chr1	9553466	9624907	2	2	0	0	2	41
chr1	9584630	9599485	2	2	0	0	1	41
chr1	9902998	9931494	2	2	0	0	1	23
chr1	9965499	9988760	1	1	0	0	1	25
chr1	10183221	10215406	2	2	0	0	1	46
chr1	10246531	10294654	1	1	0	0	1	46
chr1	10254800	10283129	2	2	0	0	1	43
chr1	10382025	10382235	2	4	1	0	1	30
chr1	10977315	10987131	2	2	0	0	3	42
chr1	10983294	11082004	2	2	0	0	5	46
chr1	12018661	12024567	2	2	0	0	1	24
chr1	12018661	12065236	2	2	0	0	1	24
chr1	14821453	15001401	1	1	0	0	4	32
chr1	15790331	15792836	2	2	1	0	2	14
chr1	15806117	15905805	2	2	0	0	3	41
chr1	16521124	16521563	1	1	1	0	1	14
chr1	16649950	16650073	1	1	1	0	8	46
chr1	16757394	16757517	2	2	1	0	8	46
chr1	16757658	16757753	2	2	1	0	2	38
chr1	16888783	16889215	2	2	1	0	1	14
chr1	17548880	17606524	2	2	0	0	2	33
chr1	19603112	19606527	2	2	0	0	4	43
chr1	19614595	19622099	1	1	1	0	1	18
chr1	23670036	23712398	1	1	0	0	6	46
chr1	25253597	25363177	1	1	0	0	3	43
chr1	25321963	25328897	1	1	1	0	2	42
chr1	25362435	25408820	1	1	0	0	2	36
chr1	25362554	25370466	2	2	1	0	2	42
chr1	25370541	25375348	2	2	1	0	1	42
chr1	25375429	25385710	2	2	1	0	2	43
chr1	25385845	25388975	2	2	1	0	1	10
chr1	26068617	26099258	1	1	0	0	2	46
chr1	26836801	26891939	2	2	0	0	3	46
chr1	27803899	27804323	1	3	0	0	1	39
chr1	27863922	27915819	1	3	0	0	3	27
chr1	28114325	28126547	2	2	1	0	2	3
chr1	28157222	28175008	2	2	0	0	1	35
chr1	28320338	28364680	1	1	0	0	3	43
chr1	28328503	28509336	1	1	0	0	3	20
chr1	28504174	28515219	1	3	0	0	1	39
chr1	28695724	28708916	1	1	0	0	2	41
chr1	28719986	28762174	2	2	0	0	5	43
chr1	31950919	31982402	1	3	0	0	1	27
chr1	32115296	32246517	0	0	0	0	3	44
chr1	32213693	32236678	1	1	0	0	1	47
chr1	32222631	32224033	1	1	1	0	1	14
chr1	32224048	32231377	1	1	0	0	1	14
chr1	32567722	32596299	1	3	0	0	1	46
chr1	35082580	35090154	2	2	0	0	1	44
chr1	35601302	35629031	2	2	0	0	2	42
chr1	36035802	36079708	1	3	0	0	1	47
chr1	38877270	38970105	2	2	0	0	2	16
chr1	38913795	38955254	1	1	0	0	1	43
chr1	39020926	39029058	2	2	0	0	1	26
chr1	39095348	39185076	1	1	0	0	4	46
chr1	39523118	39523854	1	1	0	0	1	28
chr1	39762360	39763091	2	2	0	0	1	28
chr1	39763792	39764622	2	2	1	0	9	29
chr1	40205585	40216395	1	1	0	0	1	45
chr1	42277448	42277582	1	1	0	0	11	46
chr1	43662495	43709733	1	1	0	0	3	44
chr1	43700064	43702655	2	2	1	0	1	11
chr1	44552802	44607721	2	2	0	0	2	46
chr1	45823567	45853584	2	2	0	0	1	19
chr1	46881582	47011926	1	1	0	0	6	29
chr1	46981500	47011926	1	1	0	0	6	29
chr1	47114032	47126080	2	2	0	0	1	44
chr1	51009281	51036885	1	1	0	0	4	38
chr1	61686896	61689009	2	4	0	0	1	27
chr1	62224759	62236826	2	2	0	0	1	46
chr1	65081838	65113937	1	1	0	0	1	39
chr1	83170303	83184920	2	2	0	0	1	16
chr1	91824747	91835613	1	1	0	0	10	46
chr1	93047132	93190258	1	1	0	0	3	23
chr1	96243955	96268867	1	3	0	0	4	30
chr1	96267042	96278649	1	1	0	0	1	24
chr1	100014344	100015048	2	2	0	0	1	42
chr1	100292151	100292533	2	2	0	0	1	41
chr1	102134907	102231424	2	2	0	0	2	18
chr1	102511150	102624495	1	1	0	0	5	46
chr1	103551793	103555033	1	1	1	0	5	41
chr1	103577609	103577719	1	1	1	0	4	20
chr1	103577846	103579310	1	1	1	0	7	44
chr1	103623985	103624095	1	1	1	0	1	4
